roll_no,full_name,email,dept_code,section,batch_year,cgpa,backlogs,placement_status
CB.AI.U4AIE22011,Lakshmi Pillai,cb.ai.u4aie22011@cb.students.amrita.edu,AIE,A,2026,6.28,1,Not Placed
CB.AI.U4AIE22012,Vishal Chopra,cb.ai.u4aie22012@cb.students.amrita.edu,AIE,A,2026,7.93,0,Placed
CB.AI.U4AIE22013,Saanvi Menon,cb.ai.u4aie22013@cb.students.amrita.edu,AIE,A,2026,6.07,2,Not Placed
CB.AI.U4AIE22014,Rahul Singh,cb.ai.u4aie22014@cb.students.amrita.edu,AIE,A,2026,7.71,0,Placed
CB.AI.U4AIE22015,Ananya Srinivasan,cb.ai.u4aie22015@cb.students.amrita.edu,AIE,A,2026,6.13,0,Not Placed
CB.AI.U4AIE22016,Siddharth Venkatesh,cb.ai.u4aie22016@cb.students.amrita.edu,AIE,A,2026,8.38,0,Placed
CB.AI.U4AIE22017,Sneha Das,cb.ai.u4aie22017@cb.students.amrita.edu,AIE,A,2026,6.45,2,Not Placed
CB.AI.U4AIE22018,Vihaan Mehta,cb.ai.u4aie22018@cb.students.amrita.edu,AIE,A,2026,6.26,0,Not Placed
CB.AI.U4AIE22019,Varun Iyer,cb.ai.u4aie22019@cb.students.amrita.edu,AIE,A,2026,8.29,0,In Process
CB.AI.U4AIE22020,Nikhil Shetty,cb.ai.u4aie22020@cb.students.amrita.edu,AIE,A,2026,8.77,0,In Process
CB.AI.U4AIE22021,Ananya Reddy,cb.ai.u4aie22021@cb.students.amrita.edu,AIE,A,2026,9.12,0,Placed
CB.AI.U4AIE22022,Harish Rao,cb.ai.u4aie22022@cb.students.amrita.edu,AIE,A,2026,9.01,0,Placed
CB.AI.U4AIE22023,Swathi Nair,cb.ai.u4aie22023@cb.students.amrita.edu,AIE,A,2026,5.59,2,Not Placed
CB.AI.U4AIE22024,Sneha Naidu,cb.ai.u4aie22024@cb.students.amrita.edu,AIE,A,2026,7.34,0,Not Placed
CB.AI.U4AIE22025,Anirudh Gowda,cb.ai.u4aie22025@cb.students.amrita.edu,AIE,A,2026,5.83,1,Not Placed
CB.AI.U4AIE22026,Meera Shetty,cb.ai.u4aie22026@cb.students.amrita.edu,AIE,A,2026,8.33,0,Placed
CB.AI.U4AIE22027,Abhishek Venkatesh,cb.ai.u4aie22027@cb.students.amrita.edu,AIE,A,2026,9.16,0,In Process
CB.AI.U4AIE22028,Arjun Das,cb.ai.u4aie22028@cb.students.amrita.edu,AIE,A,2026,7.91,0,In Process
CB.AI.U4AIE22029,Rohan Rangan,cb.ai.u4aie22029@cb.students.amrita.edu,AIE,A,2026,6.57,2,Not Placed
CB.AI.U4AIE22030,Nikhil Srinivasan,cb.ai.u4aie22030@cb.students.amrita.edu,AIE,A,2026,7.66,0,Placed
CB.AI.U4AIE22101,Harish Pillai,cb.ai.u4aie22101@cb.students.amrita.edu,AIE,B,2026,6.39,2,Not Placed
CB.AI.U4AIE22102,Rahul Gupta,cb.ai.u4aie22102@cb.students.amrita.edu,AIE,B,2026,6.15,1,Not Placed
CB.AI.U4AIE22103,Siddharth Raman,cb.ai.u4aie22103@cb.students.amrita.edu,AIE,B,2026,8.18,0,In Process
CB.AI.U4AIE22104,Nikhil Rangan,cb.ai.u4aie22104@cb.students.amrita.edu,AIE,B,2026,8.18,0,Placed
CB.AI.U4AIE22105,Aishwarya Pillai,cb.ai.u4aie22105@cb.students.amrita.edu,AIE,B,2026,6.63,1,Not Placed
CB.AI.U4AIE22106,Divya Menon,cb.ai.u4aie22106@cb.students.amrita.edu,AIE,B,2026,7.77,0,Placed
CB.AI.U4AIE22107,Pooja Prabhu,cb.ai.u4aie22107@cb.students.amrita.edu,AIE,B,2026,5.85,0,Not Placed
CB.AI.U4AIE22108,Divya Gowda,cb.ai.u4aie22108@cb.students.amrita.edu,AIE,B,2026,7.48,1,Not Placed
CB.AI.U4AIE22109,Vihaan Joshi,cb.ai.u4aie22109@cb.students.amrita.edu,AIE,B,2026,6.5,0,Not Placed
CB.AI.U4AIE22110,Vikram Verma,cb.ai.u4aie22110@cb.students.amrita.edu,AIE,B,2026,9.15,0,In Process
CB.AI.U4AIE22111,Karthik Bhat,cb.ai.u4aie22111@cb.students.amrita.edu,AIE,B,2026,7.43,0,Not Placed
CB.AI.U4AIE22112,Arjun Patel,cb.ai.u4aie22112@cb.students.amrita.edu,AIE,B,2026,6.39,2,Not Placed
CB.AI.U4AIE22113,Ananya Srinivasan,cb.ai.u4aie22113@cb.students.amrita.edu,AIE,B,2026,8.62,0,Placed
CB.AI.U4AIE22114,Rohan Singh,cb.ai.u4aie22114@cb.students.amrita.edu,AIE,B,2026,6.92,0,Not Placed
CB.AI.U4AIE22115,Sai Joshi,cb.ai.u4aie22115@cb.students.amrita.edu,AIE,B,2026,5.86,2,Not Placed
CB.AI.U4AIE22116,Pooja Singh,cb.ai.u4aie22116@cb.students.amrita.edu,AIE,B,2026,6.64,0,Not Placed
CB.AI.U4AIE22117,Anirudh Reddy,cb.ai.u4aie22117@cb.students.amrita.edu,AIE,B,2026,7.01,1,Not Placed
CB.AI.U4AIE22118,Vihaan Joshi,cb.ai.u4aie22118@cb.students.amrita.edu,AIE,B,2026,5.75,1,Not Placed
CB.AI.U4AIE22119,Vihaan Bhat,cb.ai.u4aie22119@cb.students.amrita.edu,AIE,B,2026,8.83,0,Placed
CB.AI.U4AIE22120,Kavya Rao,cb.ai.u4aie22120@cb.students.amrita.edu,AIE,B,2026,5.55,0,Not Placed
CB.AI.U4AIE22121,Riya Venkatesh,cb.ai.u4aie22121@cb.students.amrita.edu,AIE,B,2026,5.98,1,Not Placed
CB.AI.U4AIE22122,Amrita Subramanian,cb.ai.u4aie22122@cb.students.amrita.edu,AIE,B,2026,7.07,1,Not Placed
CB.AI.U4AIE22123,Nikhil Pillai,cb.ai.u4aie22123@cb.students.amrita.edu,AIE,B,2026,8.68,0,Placed
CB.AI.U4AIE22124,Rishabh Hegde,cb.ai.u4aie22124@cb.students.amrita.edu,AIE,B,2026,6.75,2,Not Placed
CB.AI.U4AIE22125,Rohan Rangan,cb.ai.u4aie22125@cb.students.amrita.edu,AIE,B,2026,6.24,1,Not Placed
CB.AI.U4AIE22126,Diya Subramanian,cb.ai.u4aie22126@cb.students.amrita.edu,AIE,B,2026,9.41,0,In Process
CB.AI.U4AIE22127,Swathi Prabhu,cb.ai.u4aie22127@cb.students.amrita.edu,AIE,B,2026,6.36,2,Not Placed
CB.AI.U4AIE22128,Ananya Iyer,cb.ai.u4aie22128@cb.students.amrita.edu,AIE,B,2026,6.52,0,Not Placed
CB.AI.U4AIE22129,Suraj Hegde,cb.ai.u4aie22129@cb.students.amrita.edu,AIE,B,2026,8.8,0,Placed
CB.AI.U4AIE22130,Harish Desai,cb.ai.u4aie22130@cb.students.amrita.edu,AIE,B,2026,8.41,0,Placed
CB.AI.U4AIE22201,Vikram Patel,cb.ai.u4aie22201@cb.students.amrita.edu,AIE,C,2026,6.18,0,Not Placed
CB.AI.U4AIE22202,Arjun Iyer,cb.ai.u4aie22202@cb.students.amrita.edu,AIE,C,2026,7.85,0,Placed
CB.AI.U4AIE22203,Shruti Prabhu,cb.ai.u4aie22203@cb.students.amrita.edu,AIE,C,2026,7.04,0,Not Placed
CB.AI.U4AIE22204,Rohan Bhat,cb.ai.u4aie22204@cb.students.amrita.edu,AIE,C,2026,8.25,0,Placed
CB.AI.U4AIE22205,Suraj Iyer,cb.ai.u4aie22205@cb.students.amrita.edu,AIE,C,2026,9.32,0,Placed
CB.AI.U4AIE22206,Suraj Kamath,cb.ai.u4aie22206@cb.students.amrita.edu,AIE,C,2026,8.06,0,Placed
CB.AI.U4AIE22207,Anjali Krishnan,cb.ai.u4aie22207@cb.students.amrita.edu,AIE,C,2026,7.67,0,Placed
CB.AI.U4AIE22208,Rishabh Rangan,cb.ai.u4aie22208@cb.students.amrita.edu,AIE,C,2026,7.03,0,Not Placed
CB.AI.U4AIE22209,Nikhil Rangan,cb.ai.u4aie22209@cb.students.amrita.edu,AIE,C,2026,6.44,2,Not Placed
CB.AI.U4AIE22210,Pooja Verma,cb.ai.u4aie22210@cb.students.amrita.edu,AIE,C,2026,6.64,0,Not Placed
CB.AI.U4AIE22211,Sneha Chopra,cb.ai.u4aie22211@cb.students.amrita.edu,AIE,C,2026,6.51,2,Not Placed
CB.AI.U4AIE22212,Aishwarya Rao,cb.ai.u4aie22212@cb.students.amrita.edu,AIE,C,2026,9.33,0,In Process
CB.AI.U4AIE22213,Aarav Desai,cb.ai.u4aie22213@cb.students.amrita.edu,AIE,C,2026,8.9,0,Placed
CB.AI.U4AIE22214,Priya Mehta,cb.ai.u4aie22214@cb.students.amrita.edu,AIE,C,2026,7.7,0,In Process
CB.AI.U4AIE22215,Pranav Joshi,cb.ai.u4aie22215@cb.students.amrita.edu,AIE,C,2026,5.87,0,Not Placed
CB.AI.U4AIE22216,Divya Singh,cb.ai.u4aie22216@cb.students.amrita.edu,AIE,C,2026,5.69,0,Not Placed
CB.AI.U4AIE22217,Keerthi Desai,cb.ai.u4aie22217@cb.students.amrita.edu,AIE,C,2026,8.35,0,Placed
CB.AI.U4AIE22218,Anjali Singh,cb.ai.u4aie22218@cb.students.amrita.edu,AIE,C,2026,7.22,1,Not Placed
CB.AI.U4AIE22219,Rishabh Desai,cb.ai.u4aie22219@cb.students.amrita.edu,AIE,C,2026,5.6,1,Not Placed
CB.AI.U4AIE22220,Priya Srinivasan,cb.ai.u4aie22220@cb.students.amrita.edu,AIE,C,2026,8.96,0,Placed
CB.AI.U4AIE22221,Meera Menon,cb.ai.u4aie22221@cb.students.amrita.edu,AIE,C,2026,9.39,0,Placed
CB.AI.U4AIE22222,Abhishek Mehta,cb.ai.u4aie22222@cb.students.amrita.edu,AIE,C,2026,9.41,0,Placed
CB.AI.U4AIE22223,Vishal Venkatesh,cb.ai.u4aie22223@cb.students.amrita.edu,AIE,C,2026,6.08,2,Not Placed
CB.AI.U4AIE22224,Keerthi Menon,cb.ai.u4aie22224@cb.students.amrita.edu,AIE,C,2026,9.27,0,Placed
CB.AI.U4AIE22225,Meera Sharma,cb.ai.u4aie22225@cb.students.amrita.edu,AIE,C,2026,5.55,2,Not Placed
CB.AI.U4AIE22226,Diya Joshi,cb.ai.u4aie22226@cb.students.amrita.edu,AIE,C,2026,6.95,0,Not Placed
CB.AI.U4AIE22227,Anjali Srinivasan,cb.ai.u4aie22227@cb.students.amrita.edu,AIE,C,2026,8.43,0,Placed
CB.AI.U4AIE22228,Pooja Subramanian,cb.ai.u4aie22228@cb.students.amrita.edu,AIE,C,2026,9.3,0,Placed
CB.AI.U4AIE22229,Sneha Srinivasan,cb.ai.u4aie22229@cb.students.amrita.edu,AIE,C,2026,8.42,0,In Process
CB.AI.U4AIE22230,Aditya Subramanian,cb.ai.u4aie22230@cb.students.amrita.edu,AIE,C,2026,5.78,2,Not Placed
CB.AI.U4AIDS22001,Varsha Rangan,cb.ai.u4aids22001@cb.students.amrita.edu,AIDS,A,2026,5.92,1,Not Placed
CB.AI.U4AIDS22002,Varun Gupta,cb.ai.u4aids22002@cb.students.amrita.edu,AIDS,A,2026,6.45,2,Not Placed
CB.AI.U4AIDS22003,Lakshmi Chopra,cb.ai.u4aids22003@cb.students.amrita.edu,AIDS,A,2026,5.51,0,Not Placed
CB.AI.U4AIDS22004,Karthik Reddy,cb.ai.u4aids22004@cb.students.amrita.edu,AIDS,A,2026,6.47,1,Not Placed
CB.AI.U4AIDS22005,Rishabh Kamath,cb.ai.u4aids22005@cb.students.amrita.edu,AIDS,A,2026,6.7,1,Not Placed
CB.AI.U4AIDS22006,Dhruv Singh,cb.ai.u4aids22006@cb.students.amrita.edu,AIDS,A,2026,6.81,1,Not Placed
CB.AI.U4AIDS22007,Ananya Bhat,cb.ai.u4aids22007@cb.students.amrita.edu,AIDS,A,2026,7.78,0,In Process
CB.AI.U4AIDS22008,Anjali Hegde,cb.ai.u4aids22008@cb.students.amrita.edu,AIDS,A,2026,6.72,0,Not Placed
CB.AI.U4AIDS22009,Rohan Chopra,cb.ai.u4aids22009@cb.students.amrita.edu,AIDS,A,2026,7.11,1,Not Placed
CB.AI.U4AIDS22010,Saanvi Prabhu,cb.ai.u4aids22010@cb.students.amrita.edu,AIDS,A,2026,7.19,2,Not Placed
CB.AI.U4AIDS22011,Karthik Sharma,cb.ai.u4aids22011@cb.students.amrita.edu,AIDS,A,2026,8.88,0,Placed
CB.AI.U4AIDS22012,Priya Hegde,cb.ai.u4aids22012@cb.students.amrita.edu,AIDS,A,2026,7.13,1,Not Placed
CB.AI.U4AIDS22013,Swathi Reddy,cb.ai.u4aids22013@cb.students.amrita.edu,AIDS,A,2026,5.72,2,Not Placed
CB.AI.U4AIDS22014,Lakshmi Reddy,cb.ai.u4aids22014@cb.students.amrita.edu,AIDS,A,2026,7.02,0,Not Placed
CB.AI.U4AIDS22015,Dhruv Nair,cb.ai.u4aids22015@cb.students.amrita.edu,AIDS,A,2026,9.06,0,Placed
CB.AI.U4AIDS22016,Riya Singh,cb.ai.u4aids22016@cb.students.amrita.edu,AIDS,A,2026,9.02,0,Placed
CB.AI.U4AIDS22017,Riya Venkatesh,cb.ai.u4aids22017@cb.students.amrita.edu,AIDS,A,2026,7.33,0,Not Placed
CB.AI.U4AIDS22018,Ananya Singh,cb.ai.u4aids22018@cb.students.amrita.edu,AIDS,A,2026,8.12,0,Placed
CB.AI.U4AIDS22019,Sai Mehta,cb.ai.u4aids22019@cb.students.amrita.edu,AIDS,A,2026,5.67,1,Not Placed
CB.AI.U4AIDS22020,Aarav Shetty,cb.ai.u4aids22020@cb.students.amrita.edu,AIDS,A,2026,9.31,0,Placed
CB.AI.U4AIDS22021,Siddharth Rangan,cb.ai.u4aids22021@cb.students.amrita.edu,AIDS,A,2026,8.2,0,In Process
CB.AI.U4AIDS22022,Priya Sharma,cb.ai.u4aids22022@cb.students.amrita.edu,AIDS,A,2026,6.11,0,Not Placed
CB.AI.U4AIDS22023,Keerthi Verma,cb.ai.u4aids22023@cb.students.amrita.edu,AIDS,A,2026,8.63,0,Placed
CB.AI.U4AIDS22024,Anirudh Rao,cb.ai.u4aids22024@cb.students.amrita.edu,AIDS,A,2026,8.2,0,Placed
CB.AI.U4AIDS22025,Rahul Shetty,cb.ai.u4aids22025@cb.students.amrita.edu,AIDS,A,2026,8.81,0,Placed
CB.AI.U4AIDS22026,Rishabh Rao,cb.ai.u4aids22026@cb.students.amrita.edu,AIDS,A,2026,8.51,0,Placed
CB.AI.U4AIDS22027,Riya Desai,cb.ai.u4aids22027@cb.students.amrita.edu,AIDS,A,2026,6.04,2,Not Placed
CB.AI.U4AIDS22028,Varsha Kumar,cb.ai.u4aids22028@cb.students.amrita.edu,AIDS,A,2026,7.4,0,Not Placed
CB.AI.U4AIDS22029,Riya Rangan,cb.ai.u4aids22029@cb.students.amrita.edu,AIDS,A,2026,8.57,0,Placed
CB.AI.U4AIDS22030,Anjali Srinivasan,cb.ai.u4aids22030@cb.students.amrita.edu,AIDS,A,2026,7.57,0,Placed
CB.AI.U4AIDS22101,Saanvi Venkatesh,cb.ai.u4aids22101@cb.students.amrita.edu,AIDS,B,2026,6.17,0,Not Placed
CB.AI.U4AIDS22102,Aishwarya Venkatesh,cb.ai.u4aids22102@cb.students.amrita.edu,AIDS,B,2026,6.02,0,Not Placed
CB.AI.U4AIDS22103,Rishabh Iyer,cb.ai.u4aids22103@cb.students.amrita.edu,AIDS,B,2026,7.16,1,Not Placed
CB.AI.U4AIDS22104,Saanvi Raman,cb.ai.u4aids22104@cb.students.amrita.edu,AIDS,B,2026,8.68,0,In Process
CB.AI.U4AIDS22105,Harish Shetty,cb.ai.u4aids22105@cb.students.amrita.edu,AIDS,B,2026,8.11,0,Placed
CB.AI.U4AIDS22106,Arjun Rangan,cb.ai.u4aids22106@cb.students.amrita.edu,AIDS,B,2026,9.26,0,Placed
CB.AI.U4AIDS22107,Priya Iyer,cb.ai.u4aids22107@cb.students.amrita.edu,AIDS,B,2026,9.17,0,Placed
CB.AI.U4AIDS22108,Neha Sharma,cb.ai.u4aids22108@cb.students.amrita.edu,AIDS,B,2026,9.23,0,Placed
CB.AI.U4AIDS22109,Aditya Kumar,cb.ai.u4aids22109@cb.students.amrita.edu,AIDS,B,2026,5.72,1,Not Placed
CB.AI.U4AIDS22110,Divya Shetty,cb.ai.u4aids22110@cb.students.amrita.edu,AIDS,B,2026,8.76,0,Placed
CB.AI.U4AIDS22111,Saanvi Menon,cb.ai.u4aids22111@cb.students.amrita.edu,AIDS,B,2026,6.56,0,Not Placed
CB.AI.U4AIDS22112,Lakshmi Rao,cb.ai.u4aids22112@cb.students.amrita.edu,AIDS,B,2026,8.57,0,Placed
CB.AI.U4AIDS22113,Abhishek Menon,cb.ai.u4aids22113@cb.students.amrita.edu,AIDS,B,2026,6.28,1,Not Placed
CB.AI.U4AIDS22114,Vihaan Sharma,cb.ai.u4aids22114@cb.students.amrita.edu,AIDS,B,2026,8.37,0,Placed
CB.AI.U4AIDS22115,Vihaan Hegde,cb.ai.u4aids22115@cb.students.amrita.edu,AIDS,B,2026,5.85,2,Not Placed
CB.AI.U4AIDS22116,Anirudh Chopra,cb.ai.u4aids22116@cb.students.amrita.edu,AIDS,B,2026,7.64,0,Placed
CB.AI.U4AIDS22117,Sneha Reddy,cb.ai.u4aids22117@cb.students.amrita.edu,AIDS,B,2026,7.91,0,Placed
CB.AI.U4AIDS22118,Ananya Shetty,cb.ai.u4aids22118@cb.students.amrita.edu,AIDS,B,2026,7.02,2,Not Placed
CB.AI.U4AIDS22119,Amrita Mehta,cb.ai.u4aids22119@cb.students.amrita.edu,AIDS,B,2026,6.73,0,Not Placed
CB.AI.U4AIDS22120,Harish Venkatesh,cb.ai.u4aids22120@cb.students.amrita.edu,AIDS,B,2026,7.26,0,Not Placed
CB.AI.U4AIDS22121,Divya Chopra,cb.ai.u4aids22121@cb.students.amrita.edu,AIDS,B,2026,6.92,2,Not Placed
CB.AI.U4AIDS22122,Diya Krishnan,cb.ai.u4aids22122@cb.students.amrita.edu,AIDS,B,2026,6.92,1,Not Placed
CB.AI.U4AIDS22123,Sai Reddy,cb.ai.u4aids22123@cb.students.amrita.edu,AIDS,B,2026,7.41,1,Not Placed
CB.AI.U4AIDS22124,Diya Chopra,cb.ai.u4aids22124@cb.students.amrita.edu,AIDS,B,2026,6.64,1,Not Placed
CB.AI.U4AIDS22125,Rahul Sharma,cb.ai.u4aids22125@cb.students.amrita.edu,AIDS,B,2026,7.75,0,Placed
CB.AI.U4AIDS22126,Vihaan Patel,cb.ai.u4aids22126@cb.students.amrita.edu,AIDS,B,2026,7.25,1,Not Placed
CB.AI.U4AIDS22127,Dhruv Bhat,cb.ai.u4aids22127@cb.students.amrita.edu,AIDS,B,2026,5.71,2,Not Placed
CB.AI.U4AIDS22128,Siddharth Gupta,cb.ai.u4aids22128@cb.students.amrita.edu,AIDS,B,2026,9.31,0,Placed
CB.AI.U4AIDS22129,Siddharth Reddy,cb.ai.u4aids22129@cb.students.amrita.edu,AIDS,B,2026,8.55,0,Placed
CB.AI.U4AIDS22130,Anirudh Desai,cb.ai.u4aids22130@cb.students.amrita.edu,AIDS,B,2026,5.73,0,Not Placed
CB.AI.U4AIDS22201,Meera Prabhu,cb.ai.u4aids22201@cb.students.amrita.edu,AIDS,C,2026,7.27,1,Not Placed
CB.AI.U4AIDS22202,Aditya Rangan,cb.ai.u4aids22202@cb.students.amrita.edu,AIDS,C,2026,7.95,0,Placed
CB.AI.U4AIDS22203,Nandini Gowda,cb.ai.u4aids22203@cb.students.amrita.edu,AIDS,C,2026,7.05,0,Not Placed
CB.AI.U4AIDS22204,Nikhil Menon,cb.ai.u4aids22204@cb.students.amrita.edu,AIDS,C,2026,8.65,0,Placed
CB.AI.U4AIDS22205,Ananya Pillai,cb.ai.u4aids22205@cb.students.amrita.edu,AIDS,C,2026,7.7,0,In Process
CB.AI.U4AIDS22206,Aditya Bhat,cb.ai.u4aids22206@cb.students.amrita.edu,AIDS,C,2026,6.4,0,Not Placed
CB.AI.U4AIDS22207,Dhruv Kumar,cb.ai.u4aids22207@cb.students.amrita.edu,AIDS,C,2026,7.48,1,Not Placed
CB.AI.U4AIDS22208,Lakshmi Krishnan,cb.ai.u4aids22208@cb.students.amrita.edu,AIDS,C,2026,7.84,0,Placed
CB.AI.U4AIDS22209,Vishal Das,cb.ai.u4aids22209@cb.students.amrita.edu,AIDS,C,2026,5.84,0,Not Placed
CB.AI.U4AIDS22210,Anirudh Naidu,cb.ai.u4aids22210@cb.students.amrita.edu,AIDS,C,2026,7.31,1,Not Placed
CB.AI.U4AIDS22211,Keerthi Bhat,cb.ai.u4aids22211@cb.students.amrita.edu,AIDS,C,2026,7.53,0,In Process
CB.AI.U4AIDS22212,Suraj Desai,cb.ai.u4aids22212@cb.students.amrita.edu,AIDS,C,2026,7.47,2,Not Placed
CB.AI.U4AIDS22213,Dhruv Krishnan,cb.ai.u4aids22213@cb.students.amrita.edu,AIDS,C,2026,9.21,0,In Process
CB.AI.U4AIDS22214,Neha Gupta,cb.ai.u4aids22214@cb.students.amrita.edu,AIDS,C,2026,7.76,0,In Process
CB.AI.U4AIDS22215,Diya Nair,cb.ai.u4aids22215@cb.students.amrita.edu,AIDS,C,2026,8.13,0,Placed
CB.AI.U4AIDS22216,Aarav Verma,cb.ai.u4aids22216@cb.students.amrita.edu,AIDS,C,2026,7.01,0,Not Placed
CB.AI.U4AIDS22217,Anjali Shetty,cb.ai.u4aids22217@cb.students.amrita.edu,AIDS,C,2026,5.71,0,Not Placed
CB.AI.U4AIDS22218,Priya Das,cb.ai.u4aids22218@cb.students.amrita.edu,AIDS,C,2026,7.54,0,In Process
CB.AI.U4AIDS22219,Anjali Gowda,cb.ai.u4aids22219@cb.students.amrita.edu,AIDS,C,2026,7.05,1,Not Placed
CB.AI.U4AIDS22220,Meera Naidu,cb.ai.u4aids22220@cb.students.amrita.edu,AIDS,C,2026,8.2,0,Placed
CB.AI.U4AIDS22221,Divya Raman,cb.ai.u4aids22221@cb.students.amrita.edu,AIDS,C,2026,6.74,1,Not Placed
CB.AI.U4AIDS22222,Rahul Gupta,cb.ai.u4aids22222@cb.students.amrita.edu,AIDS,C,2026,5.95,1,Not Placed
CB.AI.U4AIDS22223,Saanvi Das,cb.ai.u4aids22223@cb.students.amrita.edu,AIDS,C,2026,7.84,0,Placed
CB.AI.U4AIDS22224,Kavya Subramanian,cb.ai.u4aids22224@cb.students.amrita.edu,AIDS,C,2026,8.33,0,In Process
CB.AI.U4AIDS22225,Nandini Desai,cb.ai.u4aids22225@cb.students.amrita.edu,AIDS,C,2026,6.23,2,Not Placed
CB.AI.U4AIDS22226,Ananya Prabhu,cb.ai.u4aids22226@cb.students.amrita.edu,AIDS,C,2026,6.44,1,Not Placed
CB.AI.U4AIDS22227,Meera Krishnan,cb.ai.u4aids22227@cb.students.amrita.edu,AIDS,C,2026,6.23,0,Not Placed
CB.AI.U4AIDS22228,Riya Subramanian,cb.ai.u4aids22228@cb.students.amrita.edu,AIDS,C,2026,8.45,0,Placed
CB.AI.U4AIDS22229,Priya Nair,cb.ai.u4aids22229@cb.students.amrita.edu,AIDS,C,2026,7.77,0,In Process
CB.AI.U4AIDS22230,Keerthi Menon,cb.ai.u4aids22230@cb.students.amrita.edu,AIDS,C,2026,8.3,0,Placed
CB.SC.U4CSE23001,Divya Prabhu,cb.sc.u4cse23001@cb.students.amrita.edu,CSE,A,2027,7.84,0,Not Placed
CB.SC.U4CSE23002,Swathi Raman,cb.sc.u4cse23002@cb.students.amrita.edu,CSE,A,2027,7.1,0,Not Placed
CB.SC.U4CSE23003,Abhishek Bhat,cb.sc.u4cse23003@cb.students.amrita.edu,CSE,A,2027,8.77,0,Not Placed
CB.SC.U4CSE23004,Dhruv Venkatesh,cb.sc.u4cse23004@cb.students.amrita.edu,CSE,A,2027,8.66,0,Not Placed
CB.SC.U4CSE23005,Aditya Gupta,cb.sc.u4cse23005@cb.students.amrita.edu,CSE,A,2027,9.44,0,Not Placed
CB.SC.U4CSE23006,Ananya Venkatesh,cb.sc.u4cse23006@cb.students.amrita.edu,CSE,A,2027,5.8,2,Not Placed
CB.SC.U4CSE23007,Riya Venkatesh,cb.sc.u4cse23007@cb.students.amrita.edu,CSE,A,2027,8.98,0,Not Placed
CB.SC.U4CSE23008,Amrita Shetty,cb.sc.u4cse23008@cb.students.amrita.edu,CSE,A,2027,6.89,0,Not Placed
CB.SC.U4CSE23009,Dhruv Reddy,cb.sc.u4cse23009@cb.students.amrita.edu,CSE,A,2027,6.15,0,Not Placed
CB.SC.U4CSE23010,Abhishek Rangan,cb.sc.u4cse23010@cb.students.amrita.edu,CSE,A,2027,9.12,0,Not Placed
CB.SC.U4CSE23011,Lakshmi Nair,cb.sc.u4cse23011@cb.students.amrita.edu,CSE,A,2027,8.87,0,Not Placed
CB.SC.U4CSE23012,Rahul Chopra,cb.sc.u4cse23012@cb.students.amrita.edu,CSE,A,2027,7.56,0,Not Placed
CB.SC.U4CSE23013,Varsha Sharma,cb.sc.u4cse23013@cb.students.amrita.edu,CSE,A,2027,8.86,0,Not Placed
CB.SC.U4CSE23014,Riya Srinivasan,cb.sc.u4cse23014@cb.students.amrita.edu,CSE,A,2027,6.6,0,Not Placed
CB.SC.U4CSE23015,Vikram Sharma,cb.sc.u4cse23015@cb.students.amrita.edu,CSE,A,2027,6.38,0,Not Placed
CB.SC.U4CSE23016,Neha Kamath,cb.sc.u4cse23016@cb.students.amrita.edu,CSE,A,2027,6.85,0,Not Placed
CB.SC.U4CSE23017,Vikram Reddy,cb.sc.u4cse23017@cb.students.amrita.edu,CSE,A,2027,6.61,0,Not Placed
CB.SC.U4CSE23018,Anjali Rao,cb.sc.u4cse23018@cb.students.amrita.edu,CSE,A,2027,8.38,0,Not Placed
CB.SC.U4CSE23019,Neha Das,cb.sc.u4cse23019@cb.students.amrita.edu,CSE,A,2027,8.51,0,Not Placed
CB.SC.U4CSE23020,Varsha Raman,cb.sc.u4cse23020@cb.students.amrita.edu,CSE,A,2027,9.42,0,Not Placed
CB.SC.U4CSE23021,Dhruv Srinivasan,cb.sc.u4cse23021@cb.students.amrita.edu,CSE,A,2027,9.34,0,Not Placed
CB.SC.U4CSE23022,Priya Pillai,cb.sc.u4cse23022@cb.students.amrita.edu,CSE,A,2027,8.48,0,Not Placed
CB.SC.U4CSE23023,Varun Venkatesh,cb.sc.u4cse23023@cb.students.amrita.edu,CSE,A,2027,7.63,0,Not Placed
CB.SC.U4CSE23024,Anirudh Mehta,cb.sc.u4cse23024@cb.students.amrita.edu,CSE,A,2027,6.01,0,Not Placed
CB.SC.U4CSE23025,Ananya Verma,cb.sc.u4cse23025@cb.students.amrita.edu,CSE,A,2027,7.01,0,Not Placed
CB.SC.U4CSE23026,Ananya Gupta,cb.sc.u4cse23026@cb.students.amrita.edu,CSE,A,2027,9.35,0,Not Placed
CB.SC.U4CSE23027,Abhishek Rangan,cb.sc.u4cse23027@cb.students.amrita.edu,CSE,A,2027,7.35,0,Not Placed
CB.SC.U4CSE23028,Divya Srinivasan,cb.sc.u4cse23028@cb.students.amrita.edu,CSE,A,2027,9.42,0,Not Placed
CB.SC.U4CSE23029,Keerthi Hegde,cb.sc.u4cse23029@cb.students.amrita.edu,CSE,A,2027,8.66,0,Not Placed
CB.SC.U4CSE23030,Aishwarya Shetty,cb.sc.u4cse23030@cb.students.amrita.edu,CSE,A,2027,8.42,0,Not Placed
CB.SC.U4CSE23101,Varun Chopra,cb.sc.u4cse23101@cb.students.amrita.edu,CSE,B,2027,9.5,0,Not Placed
